Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Etanol Anidro (m³/d),Capacidade Produção Etanol Hidratado (m³/d)
08/2018,PEDRA AGROINDUSTRIAL S/A,71304687001845,SUDESTE,São Paulo,BURITIZAL,1200,1700
08/2018,PEDRA AGROINDUSTRIAL S/A,71304687002817,SUDESTE,São Paulo,NOVA INDEPENDENCIA,1300,2000
08/2018,USINA SANTO ANTONIO S/A,71324784000151,SUDESTE,São Paulo,SERTAOZINHO,680,710
08/2018,ZAMBIANCO - ACUCAR E ALCOOL LTDA.,72455876000133,SUDESTE,São Paulo,TIETE,0,120
08/2018,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAI LTDA,75084871000130,SUL,Paraná,JANDAIA DO SUL,200,400
08/2018,RENUKA VALE DO IVAI S.A. - EM RECUPERACAO JUDICIAL,75177857000180,SUL,Paraná,SAO PEDRO DO IVAI,300,450
08/2018,RENUKA VALE DO IVAI S.A. - EM RECUPERACAO JUDICIAL,75177857000342,SUL,Paraná,MARIALVA,300,330
08/2018,DACALDA ACUCAR E ALCOOL LTDA,75444430000100,SUL,Paraná,JACAREZINHO,170,420
08/2018,ACUCAR E ALCOOL BANDEIRANTES S.A.,75619056000128,SUL,Paraná,BANDEIRANTES,300,780
08/2018,DESTILARIA AMERICANA S/A,75625608000100,SUL,Paraná,NOVA AMERICA DA COLINA,0,320
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000286,SUL,Paraná,PARANACITY,0,550
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000367,SUL,Paraná,TAPEJARA,600,420
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000448,SUL,Paraná,IVATE,190,300
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000529,SUL,Paraná,MARINGA,120,300
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000871,SUL,Paraná,TERRA RICA,300,350
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001096,SUL,Paraná,RONDON,0,400
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001177,SUL,Paraná,CIDADE GAUCHA,0,300
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001258,SUL,Paraná,SAO TOME,0,550
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001410,SUL,Paraná,MOREIRA SALES,0,200
08/2018,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001509,SUL,Paraná,UMUARAMA,0,350
08/2018,COOPERATIVA AGRICOLA REGIONAL DE PRODUTORES DE CANA LTD,78340270000210,SUL,Paraná,SAO CARLOS DO IVAI,900,1200
08/2018,"IMCOPA - IMPORTACAO, EXPORTACAO E INDUSTRIA DE OLEOS S.A.",78571411000124,SUL,Paraná,ARAUCARIA,0,10
08/2018,USINA CENTRAL DE PARANA SA AGRIC IND E COM,80539943000126,SUL,Paraná,PORECATU,240,240
07/2018,MONTEVERDE AGRO-ENERGETICA S.A,00143381000168,CENTRO OESTE,Mato Grosso do Sul,PONTA PORA,0,640
07/2018,DESTILARIA DE ÁLCOOL LIBRA LTDA - EM RECUPERAÇÃO JUDICIAL,00297598000122,CENTRO OESTE,Mato Grosso,SAO JOSE DO RIO CLARO,600,600
07/2018,DENUSA DESTILARIA NOVA UNIAO S/A - EM RECUPERACAO JUDICIAL,00595322000120,CENTRO OESTE,Goiás,JANDAIA,450,650
07/2018,SANTA CRUZ ACUCAR E ALCOOL LTDA,00738822000255,NORDESTE,Bahia,SANTA CRUZ CABRALIA,200,240
07/2018,WD AGROINDUSTRIAL LTDA,01105558000102,SUDESTE,Minas Gerais,JOAO PINHEIRO,220,450
07/2018,USINA RIO VERDE LTDA EM RECUPERACAO JUDICIAL,02043917000107,CENTRO OESTE,Goiás,RIO VERDE,0,300
07/2018,T.G. AGRO INDUSTRIAL LTDA.,02126558000143,NORDESTE,Maranhão,ALDEIAS ALTAS,200,420
07/2018,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000390,NORDESTE,Rio Grande do Norte,BAIA FORMOSA,360,460
07/2018,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000470,CENTRO OESTE,Goiás,ITAPACI,500,980
07/2018,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000632,CENTRO OESTE,Goiás,ITAPURANGA,180,350
07/2018,USINA GOIANESIA S/A,02460988000105,CENTRO OESTE,Goiás,GOIANESIA,130,200
07/2018,JALLES MACHADO S.A.,02635522000195,CENTRO OESTE,Goiás,GOIANESIA,400,600
07/2018,JALLES MACHADO S.A.,02635522004930,CENTRO OESTE,Goiás,GOIANESIA,0,900
07/2018,USINA SANTA HELENA DE ACUCAR E ALCOOL S/A - EM RECUPERACAO JUDICIAL,02673754000219,CENTRO OESTE,Goiás,SANTA HELENA DE GOIAS,280,340
07/2018,LASA LAGO AZUL SA,02678100000105,CENTRO OESTE,Goiás,IPAMERI,0,350
07/2018,GOIASA GOIATUBA ALCOOL LTDA,02773950000184,CENTRO OESTE,Goiás,GOIATUBA,300,800
07/2018,ANICUNS S A ALCOOL E DERIVADOS EM RECUPERACAO JUDICIAL,02783009000141,CENTRO OESTE,Goiás,ANICUNS,150,450
07/2018,VALE DO VERDAO SOCIEDADE ANONIMA ACUCAR E ALCOOL,02859452000230,CENTRO OESTE,Goiás,TURVELANDIA,850,1280
07/2018,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL),02896264000109,CENTRO OESTE,Goiás,INHUMAS,150,500
07/2018,COMPANHIA BRASILEIRA DE ACUCAR E ALCOOL,02995097000307,CENTRO OESTE,Mato Grosso do Sul,SIDROLANDIA,300,350
07/2018,COMPANHIA BRASILEIRA DE ACUCAR E ALCOOL,02995097000498,NORDESTE,Sergipe,JAPOATA,190,250
07/2018,COMPANHIA BRASILEIRA DE ACUCAR E ALCOOL,02995097000730,CENTRO OESTE,Mato Grosso do Sul,BRASILANDIA,650,700
07/2018,COOPERATIVA DOS PRODUTORES DE CANA PORTO XAVIER LTDA,03325704000122,SUL,Rio Grande do Sul,PORTO XAVIER,0,60
07/2018,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA,03345641000338,SUL,Paraná,ASTORGA,300,600
07/2018,RUBIATABA INDUSTRIAL S/A,03347747000109,CENTRO OESTE,Goiás,RUBIATABA,260,800
07/2018,UMOE BIOENERGY S.A.,03445208000455,SUDESTE,São Paulo,SANDOVALINA,700,1300
07/2018,CUCAÚ AÇÚCAR E ETANOL S.A.,03794600000248,NORDESTE,Pernambuco,RIO FORMOSO,300,300
07/2018,CRV INDUSTRIAL LTDA,03937452000192,CENTRO OESTE,Goiás,CARMO DO RIO VERDE,150,440
07/2018,AGROPECUARIA NOVO MILENIO LTDA,04165520000105,CENTRO OESTE,Mato Grosso,LAMBARI D'OESTE,470,470
07/2018,AGROPECUARIA NOVO MILENIO LTDA,04165520000296,CENTRO OESTE,Mato Grosso,MIRASSOL D'OESTE,0,500
07/2018,CENTRAL ENERGÉTICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ALCÓOL LTDA.,04171382000177,SUDESTE,São Paulo,MONTE APRAZIVEL,820,900
07/2018,ONDA VERDE AGROCOMERCIAL S/A,04248044000277,SUDESTE,São Paulo,ONDA VERDE,120,350
07/2018,ALTA PAULISTA INDUSTRIA E COMERCIO LTDA,04728642000162,SUDESTE,São Paulo,JUNQUEIROPOLIS,200,345
07/2018,ALTA PAULISTA INDUSTRIA E COMERCIO LTDA,04728642000243,SUDESTE,São Paulo,DRACENA,400,500
07/2018,IBÉRIA INDUSTRIAL E COMERCIAL LTDA. - EM RECUPERAÇÃO JUDICIAL,04839268000253,SUDESTE,São Paulo,BORA,170,500
07/2018,USINA BELA VISTA S/A,04969941000199,SUDESTE,São Paulo,PONTAL,1000,820
07/2018,DESTILARIA CENTRO OESTE IGUATEMI LTDA,05102534000142,CENTRO OESTE,Mato Grosso do Sul,IGUATEMI,0,350
07/2018,CENTRAL ACUCAREIRA USINA SANTA MARIA S/A.,05158542000100,NORDESTE,Alagoas,PORTO CALVO,180,240
07/2018,USINA VERTENTE LTDA.,05242560000176,SUDESTE,São Paulo,GUARACI,325,880
07/2018,TEREOS ACUCAR E ENERGIA SAO JOSE S.A.,05266880000166,SUDESTE,São Paulo,COLINA,0,550
07/2018,COMVAP ACUCAR E ALCOOL LTDA,05343207000182,NORDESTE,Piauí,UNIAO,240,264
07/2018,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,0,240
07/2018,PAGRISA PARA PASTORIL E AGRICOLA S/A,05459177000174,NORTE,Pará,ULIANOPOLIS,260,340
07/2018,CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA,05492968001097,SUL,Rio Grande do Sul,SAO VICENTE DO SUL,0,1
07/2018,COOPERATIVA AGROINDUSTRIAL DO ESTADO DO RIO DE JANEIRO LTDA.,05500757000168,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,250
07/2018,OUROESTE BIOENERGIA LTDA,05553456000100,SUDESTE,São Paulo,OUROESTE,500,500
07/2018,ATVOS BIOENERGIA ELDORADO S.A,05620523000235,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,750,1700
07/2018,ÁLCOOL QUÍMICA CANABRAVA S.A. EM RECUPERAÇÃO JUDICIAL,05627254000158,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,500
07/2018,ENERGETICA SERRANOPOLIS LTDA,05643160000172,CENTRO OESTE,Goiás,SERRANOPOLIS,140,500
07/2018,AGROPECUARIA JAYORO LTDA,05827977000109,NORTE,Amazonas,PRESIDENTE FIGUEIREDO,0,100
07/2018,SAO FERNANDO ACUCAR E ALCOOL LTDA - FALIDO,05894060000208,CENTRO OESTE,Mato Grosso do Sul,DOURADOS,750,825
07/2018,COPLASA - AÇUCAR E ALCOOL LTDA.,05928246000141,SUDESTE,São Paulo,PLANALTO,1100,1200
07/2018,USINA SAO PAULO ENERGIA E ETANOL S.A.,05935048000105,CENTRO OESTE,Goiás,PORTEIRAO,0,600
07/2018,VALE DO PARANA S/A - ALCOOL E ACUCAR,05938884000143,SUDESTE,São Paulo,SUZANAPOLIS,500,1070
07/2018,USINA BOA ESPERANCA ACUCAR E ALCOOL LTDA,05953630000102,NORTE,Rondônia,SANTA LUZIA D'OESTE,300,300
07/2018,SANTA JULIANA BIOENERGIA LTDA.,05980986000127,SUDESTE,Minas Gerais,SANTA JULIANA,700,1200
07/2018,SADA BIO-ENERGIA E AGRICULTURA LTDA,06044698000808,SUDESTE,Minas Gerais,JAIBA,0,400
07/2018,SANTA MARIA INDUSTRIA DE ALCOOL LTDA,06046699000107,SUDESTE,São Paulo,MANDURI,0,190
07/2018,ITAPAGIPE BIOENERGIA LTDA.,06059962000100,SUDESTE,Minas Gerais,ITAPAGIPE,0,450
07/2018,ITAJUBARA S/A ACUCAR E ALCOOL,06110605000111,NORDESTE,Maranhão,COELHO NETO,370,400
07/2018,ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL,06252818003446,SUDESTE,São Paulo,PIRASSUNUNGA,200,600
07/2018,ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL,06252818003799,SUDESTE,São Paulo,SAO JOAO DA BOA VISTA,0,650
07/2018,"D'PADUA - DESTILACAO, PRODUCAO, AGROINDUSTRIA E COMERCIO S/A",06312488000179,NORDESTE,Paraíba,RIO TINTO,330,345
07/2018,COFCO INTERNATIONAL BRASIL S.A.,06315338002324,SUDESTE,São Paulo,SEBASTIANOPOLIS DO SUL,600,1000
07/2018,COFCO INTERNATIONAL BRASIL S.A.,06315338002405,SUDESTE,São Paulo,MERIDIANO,330,1220
07/2018,COFCO INTERNATIONAL BRASIL S.A.,06315338015060,SUDESTE,São Paulo,POTIRENDABA,500,500
07/2018,COFCO INTERNATIONAL BRASIL S.A.,06315338015140,SUDESTE,São Paulo,CATANDUVA,0,1000
07/2018,USINA TERMO ELETRICA IOLANDO LEITE LTDA,06941800000193,NORDESTE,Sergipe,CAPELA,0,150
07/2018,MAITY BIOENERGIA LTDA.,07007398000218,NORDESTE,Maranhão,CAMPESTRE DO MARANHAO,220,300
07/2018,AÇUCAREIRA VIRGOLINO DE OLIVEIRA S.A. EM RECUPERAÇÃO JUDICIAL,07024792000183,SUDESTE,São Paulo,JOSE BONIFACIO,530,530
07/2018,AÇUCAREIRA VIRGOLINO DE OLIVEIRA S.A. EM RECUPERAÇÃO JUDICIAL,07024792000264,SUDESTE,São Paulo,MONCOES,0,330
07/2018,CENTRAL ENERGETICA MORRINHOS SA,07130855000186,CENTRO OESTE,Goiás,MORRINHOS,0,400
07/2018,IPIRANGA AGROINDUSTRIAL S.A.,07280328000158,SUDESTE,São Paulo,IACANGA,700,950
07/2018,IPIRANGA AGROINDUSTRIAL S.A.,07280328001715,SUDESTE,São Paulo,MOCOCA,350,700
07/2018,IPIRANGA AGROINDUSTRIAL S.A.,07280328001804,SUDESTE,São Paulo,DESCALVADO,0,450
07/2018,ATVOS BIOENERGIA CONQUISTA DO PONTAL S. A.,07298800000180,SUDESTE,São Paulo,MIRANTE DO PARANAPANEMA,0,1400
07/2018,USINA NOVA GALIA LTDA,07300906000170,CENTRO OESTE,Goiás,PARAUNA,600,1000
07/2018,GUARIROBA BIOENERGIA LTDA,07398533000112,SUDESTE,São Paulo,PONTES GESTAL,0,500
07/2018,AGRO INDUSTRIAL CAMPO LINDO LTDA - EM RECUPERACAO JUDICIAL,07454414000130,NORDESTE,Sergipe,NOSSA SENHORA DAS DORES,500,600
07/2018,FRUTAL BIOENERGIA LTDA.,07455944000100,SUDESTE,Minas Gerais,FRUTAL,440,500
07/2018,ATENA - TECNOLOGIAS EM ENERGIA NATURAL LTDA.,07458537000149,SUDESTE,São Paulo,MARTINOPOLIS,0,300
07/2018,DESTILARIA VALE DO PARACATU - AGROENERGIA S.A.,07459492000127,SUDESTE,Minas Gerais,PARACATU,700,700
07/2018,AGRO INDUSTRIAL CAPELA LTDA,07461344000147,NORDESTE,Sergipe,CAPELA,0,200
07/2018,ALCOOL VERDE S/A,07591836000157,NORTE,Acre,CAPIXABA,0,140
07/2018,"COPERSUL INDUSTRIA PRODUTORA DE ACUCAR, ETANOL E ENERGIA ELETRICA LTDA",07667367000102,NORDESTE,Pernambuco,CORTES,0,90
07/2018,USIMAT DESTILARIA DE ALCOOL LTDA,07670089000142,CENTRO OESTE,Mato Grosso,CAMPOS DE JULIO,200,470
07/2018,USINA UBERABA S/A,07674341000191,SUDESTE,Minas Gerais,UBERABA,1000,1100
07/2018,DESTILARIA NOVA ERA LTDA.,07736245000120,SUDESTE,São Paulo,IBATE,28,85
07/2018,CEREALE BRASIL AGROINDUSTRIAL LTDA,07825834000185,SUDESTE,São Paulo,DOIS CORREGOS,0,60
07/2018,CENTRAL ENERGETICA VICENTINA LTDA,07863768000138,CENTRO OESTE,Mato Grosso do Sul,VICENTINA,0,450
07/2018,IACO AGRICOLA S/A,07895728000682,CENTRO OESTE,Mato Grosso do Sul,PARAISO DAS AGUAS,650,2100
07/2018,ADECOAGRO VALE DO IVINHEMA S.A.,07903169000109,CENTRO OESTE,Mato Grosso do Sul,ANGELICA,1200,1300
07/2018,ADECOAGRO VALE DO IVINHEMA S.A.,07903169001768,CENTRO OESTE,Mato Grosso do Sul,IVINHEMA,0,1500
07/2018,USINA LAGUNA - ALCOOL E ACUCAR LTDA,07912062000119,CENTRO OESTE,Mato Grosso do Sul,BATAYPORA,0,400
07/2018,TONON BIOENERGIA S.A. - FALIDO,07914230000105,CENTRO OESTE,Mato Grosso do Sul,MARACAJU,600,600
07/2018,BAMBUI BIOENERGIA S.A.,07930999000206,SUDESTE,Minas Gerais,BAMBUI,0,1100
07/2018,USINA SERRA DO CAIAPO S.A.,07959708000113,CENTRO OESTE,Goiás,MONTIVIDIU,200,400
07/2018,USINA JJ - ETANOL E ACUCAR LTDA,07964642000150,SUDESTE,São Paulo,ESPIRITO SANTO DO TURVO,160,390
07/2018,PARAPUA AGROINDUSTRIAL S/A,07969961000239,SUDESTE,São Paulo,PARAPUA,150,400
07/2018,SANTA VITORIA ACUCAR E ALCOOL LTDA,07981751000185,SUDESTE,Minas Gerais,SANTA VITORIA,0,1200
07/2018,URUACU ACUCAR E ALCOOL LTDA,07987748000179,CENTRO OESTE,Goiás,URUACU,0,300
07/2018,CACU COMERCIO E INDUSTRIA DE ACUCAR E ALCOOL LTDA,07996345000196,CENTRO OESTE,Goiás,VICENTINOPOLIS,0,400
07/2018,BIOENERGIA DO BRASIL S/A - EM RECUPERACAO JUDICIAL,08046650000180,SUDESTE,São Paulo,LUCELIA,400,600
07/2018,FLORESTA S/A ACUCAR E ALCOOL,08048772000105,CENTRO OESTE,Goiás,SANTO ANTONIO DA BARRA,550,880
07/2018,USINA CERRADAO LTDA,08056257000177,SUDESTE,Minas Gerais,FRUTAL,400,600
07/2018,VALE DO PONTAL ACUCAR E ETANOL LTDA.,08057019000186,SUDESTE,Minas Gerais,LIMEIRA DO OESTE,600,600
07/2018,RAIZEN ENERGIA S.A,08070508000330,SUDESTE,São Paulo,BARRA BONITA,1710,2200
07/2018,RAIZEN ENERGIA S.A,08070508006532,SUDESTE,São Paulo,GUARIBA,1110,1620
07/2018,RAIZEN ENERGIA S.A,08070508006613,SUDESTE,São Paulo,ARACATUBA,250,500
07/2018,RAIZEN ENERGIA S.A,08070508006702,SUDESTE,São Paulo,VALPARAISO,320,720
07/2018,RAIZEN ENERGIA S.A,08070508006885,SUDESTE,São Paulo,ANDRADINA,1330,1440
07/2018,RAIZEN ENERGIA S.A,08070508006966,SUDESTE,São Paulo,IPAUSSU,400,400
07/2018,RAIZEN ENERGIA S.A,08070508007261,SUDESTE,São Paulo,DOIS CORREGOS,185,430
07/2018,RAIZEN ENERGIA S.A,08070508008314,SUDESTE,São Paulo,BENTO DE ABREU,220,270
07/2018,RAIZEN ENERGIA S.A,08070508009477,SUDESTE,São Paulo,RIO DAS PEDRAS,250,370
07/2018,RAIZEN ENERGIA S.A,08070508009558,SUDESTE,São Paulo,JAU,160,550
07/2018,RAIZEN ENERGIA S.A,08070508009710,SUDESTE,São Paulo,MIRANDOPOLIS,0,360
07/2018,RAIZEN ENERGIA S.A,08070508012001,SUDESTE,São Paulo,CAPIVARI,0,320
07/2018,RAIZEN ENERGIA S.A,08070508012184,SUDESTE,São Paulo,PIRACICABA,865,1416
07/2018,RAIZEN ENERGIA S.A,08070508012265,SUDESTE,São Paulo,RAFARD,370,400
07/2018,RAIZEN ENERGIA S.A,08070508012427,SUDESTE,São Paulo,IGARAPAVA,1230,840
07/2018,RAIZEN ENERGIA S.A,08070508012508,SUDESTE,São Paulo,IBATE,80,350
07/2018,RAIZEN ENERGIA S.A,08070508015795,SUDESTE,São Paulo,BOCAINA,600,750
07/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001173,CENTRO OESTE,Goiás,PEROLANDIA,0,1700
07/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001254,CENTRO OESTE,Goiás,MINEIROS,1500,1700
07/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001688,CENTRO OESTE,Mato Grosso do Sul,COSTA RICA,750,1700
07/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001769,CENTRO OESTE,Mato Grosso,ALTO TAQUARI,1500,1700
07/2018,DA MATA S.A. - ACUCAR E ALCOOL,08110543000173,SUDESTE,São Paulo,VALPARAISO,800,1000
07/2018,ITUIUTABA BIOENERGIA LTDA.,08164344000148,SUDESTE,Minas Gerais,ITUIUTABA,800,900
07/2018,TROPICAL BIOENERGIA S.A.,08195806000194,CENTRO OESTE,Goiás,EDEIA,1600,2100
07/2018,COMPANHIA ENERGETICA VALE DO SAO SIMAO,08215996000164,SUDESTE,Minas Gerais,SANTA VITORIA,0,600
07/2018,CERRADINHO BIOENERGIA S.A.,08322396000103,CENTRO OESTE,Goiás,CHAPADAO DO CEU,0,2800
07/2018,BIOENERGETICA AROEIRA S.A.,08355201000113,SUDESTE,Minas Gerais,TUPACIGUARA,550,744
07/2018,COMANCHE BIOCOMBUSTIVEIS DE CANITAR LTDA,08386602000130,SUDESTE,São Paulo,CANITAR,0,500
07/2018,FIGUEIRA INDUSTRIA E COMERCIO S/A - EM RECUPERACAO JUDICIAL,08391345000206,SUDESTE,São Paulo,GENERAL SALGADO,0,570
07/2018,FIGUEIRA INDUSTRIA E COMERCIO S/A - EM RECUPERACAO JUDICIAL,08391345000397,SUDESTE,São Paulo,ARACATUBA,450,650
07/2018,CACHOOL COMERCIO E INDUSTRIA S/A,08470543000184,NORDESTE,Pernambuco,ESCADA,340,400
07/2018,VALE DO TIJUCO ACUCAR E ALCOOL S.A.,08493354000127,SUDESTE,Minas Gerais,UBERABA,700,800
07/2018,ITUMBIARA BIOENERGIA S.A.,08517600000133,CENTRO OESTE,Goiás,ITUMBIARA,800,900
07/2018,ATVOS BIOENERGIA RIO CLARO S.A.,08598391000108,CENTRO OESTE,Goiás,CACU,1200,1800
07/2018,REVATI S.A. ACUCAR E ALCOOL - EM RECUPERACAO JUDICIAL,08614277000116,SUDESTE,São Paulo,BREJO ALEGRE,920,950
07/2018,RAIZEN CENTROESTE ACUCAR E ALCOOL LTDA,08619844000399,CENTRO OESTE,Goiás,JATAI,0,2400
07/2018,USINA RIO PARDO S.A. EM RECUPERACAO JUDICIAL,08657268000102,SUDESTE,São Paulo,CERQUEIRA CESAR,0,550
07/2018,USINA PANORAMA S/A,08704527000109,CENTRO OESTE,Goiás,ITUMBIARA,400,600
07/2018,BIOENERGETICA VALE DO PARACATU SA,08793343000162,SUDESTE,Minas Gerais,JOAO PINHEIRO,0,1000
07/2018,FATIMA DO SUL AGRO-ENERGETICA S/A - ALCOOL E ACUCAR,08830263000130,CENTRO OESTE,Mato Grosso do Sul,FATIMA DO SUL,0,600
07/2018,ATVOS BIOENERGIA SANTA LUZIA S.A,08906558000142,CENTRO OESTE,Mato Grosso do Sul,NOVA ALVORADA DO SUL,900,2700
07/2018,COMPANHIA USINA SAO JOAO,08974214000170,NORDESTE,Paraíba,SANTA RITA,100,200
07/2018,CAMBUI ACUCAR E ALCOOL LTDA,09022388000104,CENTRO OESTE,Goiás,SANTA HELENA DE GOIAS,650,1480
07/2018,AGRO INDUSTRIAL TABU S.A,09053646000101,NORDESTE,Paraíba,CAAPORA,220,350
07/2018,PEDRO AFONSO BIOENERGIA LTDA,09067572000162,NORTE,Tocantins,PEDRO AFONSO,750,1500
07/2018,EBER BIO-ENERGIA E AGRICULTURA LTDA,09075242000119,CENTRO OESTE,Goiás,MONTES CLAROS DE GOIAS,0,400
07/2018,MIRIRI ALIMENTOS E BIOENERGIA S/A.,09090259000145,NORDESTE,Paraíba,SANTA RITA,360,500
07/2018,USINA MONTE ALEGRE SA,09094632000217,NORDESTE,Paraíba,MAMANGUAPE,180,250
07/2018,JAPUNGU AGROINDUSTRIAL LTDA,09357997000106,NORDESTE,Paraíba,SANTA RITA,210,510
07/2018,RAIZEN CAARAPO ACUCAR E ALCOOL LTDA,09538989000166,CENTRO OESTE,Mato Grosso do Sul,CAARAPO,1540,2100
07/2018,USINA UNIAO E INDUSTRIA SA,10204485000199,NORDESTE,Pernambuco,PRIMAVERA,100,200
07/2018,SJC BIOENERGIA LTDA,10249419000216,CENTRO OESTE,Goiás,QUIRINOPOLIS,350,1200
07/2018,SJC BIOENERGIA LTDA,10249419000305,CENTRO OESTE,Goiás,CACHOEIRA DOURADA,1200,1280
07/2018,COOPERATIVA DO AGRONEGOCIO DA CANA-DE-ACUCAR - AGROCAN,10258246000200,NORDESTE,Pernambuco,JOAQUIM NABUCO,280,400
07/2018,COMPANHIA AGRO INDUSTRIAL DE GOIANA,10319853000144,NORDESTE,Pernambuco,GOIANA,250,280
07/2018,USINA SAO JOSE S/A,10362820000187,NORDESTE,Pernambuco,IGARASSU,90,240
07/2018,USINA IPOJUCA S/A,10384022000318,NORDESTE,Pernambuco,IPOJUCA,100,150
07/2018,DESTILARIA VEREDAS INDUSTRIA DE ACUCAR E ALCOOL LTDA,10452413000160,SUDESTE,Minas Gerais,JOAO PINHEIRO,150,300
07/2018,USINA PETRIBU SA,10645075000183,NORDESTE,Pernambuco,LAGOA DE ITAENGA,200,220
07/2018,USINA BOM JESUS S/A EM RECUPERACAO JUDICIAL,10785202000140,NORDESTE,Pernambuco,CABO DE SANTO AGOSTINHO,130,150
07/2018,USINA TRAPICHE S/A,10820645000124,NORDESTE,Pernambuco,SIRINHAEM,192,198
07/2018,USINA AYSÚ LTDA.,10921675000127,CENTRO OESTE,Mato Grosso,SORRISO,0,100
07/2018,AGRO SERRA INDUSTRIAL LTDA,11035672000159,NORDESTE,Maranhão,SAO RAIMUNDO DAS MANGABEIRAS,520,520
07/2018,BOM SUCESSO AGROINDUSTRIA S.A.,11092881000134,CENTRO OESTE,Goiás,GOIATUBA,0,600
07/2018,COOPERATIVA DO AGRONEGOCIO DOS ASSOCIADOS DA ASSOCIACAO DOS FORNECEDORES DE CANA-DE-ACUCAR,11169030000223,NORDESTE,Pernambuco,TIMBAUBA,190,330
07/2018,"PORTO SEGURO NEGOCIOS, EMPREENDIMENTOS E PARTICIPACOES SA",11689292000219,CENTRO OESTE,Mato Grosso,JACIARA,150,350
07/2018,COMPANHIA ALCOOLQUIMICA NACIONAL-ALCOOLQUIMICA,11699378000737,NORDESTE,Pernambuco,VITORIA DE SANTO ANTAO,280,550
07/2018,USINA CENTRAL OLHO D'AGUA S/A,11797222000101,NORDESTE,Pernambuco,CAMUTANGA,170,250
07/2018,INDUSTRIAL PORTO RICO S A - EM RECUPERACAO JUDICIAL,12217832000224,NORDESTE,Alagoas,CAMPO ALEGRE,190,420
07/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415000200,NORDESTE,Alagoas,CORURIPE,350,430
07/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001001,SUDESTE,Minas Gerais,ITURAMA,580,650
07/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001435,SUDESTE,Minas Gerais,CAMPO FLORIDO,850,900
07/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001605,SUDESTE,Minas Gerais,LIMEIRA DO OESTE,350,600
07/2018,COOPERATIVA DE COLONIZACAO AGROPECUARIA E INDUSTRIAL PINDORAMA LTDA,12229753000152,NORDESTE,Alagoas,CORURIPE,160,340
07/2018,USINAS REUNIDAS SERESTA S/A,12265245000120,NORDESTE,Alagoas,TEOTONIO VILELA,110,200
07/2018,USINA CANSANCAO DE SINIMBU SA - EM RECUPERACAO JUDICIAL,12272498000201,NORDESTE,Alagoas,JEQUIA DA PRAIA,180,240
07/2018,UTINGA AÇÚCAR E ETANOL S.A.,12275715000136,NORDESTE,Alagoas,RIO LARGO,350,450
07/2018,USINA CAETE S A,12282034000286,NORDESTE,Alagoas,SAO MIGUEL DOS CAMPOS,320,500
07/2018,USINA CAETE S A,12282034000367,NORDESTE,Alagoas,IGREJA NOVA,210,270
07/2018,USINA CAETE S A,12282034000600,NORDESTE,Alagoas,MACEIO,130,220
