Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Etanol Anidro (m³/d),Capacidade Produção Etanol Hidratado (m³/d)
08/2018,RAIZEN ENERGIA S.A,08070508012427,SUDESTE,São Paulo,IGARAPAVA,1230,840
08/2018,RAIZEN ENERGIA S.A,08070508012508,SUDESTE,São Paulo,IBATE,80,350
08/2018,RAIZEN ENERGIA S.A,08070508015795,SUDESTE,São Paulo,BOCAINA,600,750
08/2018,RAIZEN ENERGIA S.A,08070508015876,SUDESTE,São Paulo,BROTAS,0,625
08/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001173,CENTRO OESTE,Goiás,PEROLANDIA,0,1700
08/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001254,CENTRO OESTE,Goiás,MINEIROS,1500,1700
08/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001688,CENTRO OESTE,Mato Grosso do Sul,COSTA RICA,750,1700
08/2018,ATVOS BIOENERGIA BRENCO S.A.,08070566001769,CENTRO OESTE,Mato Grosso,ALTO TAQUARI,1500,1700
08/2018,DA MATA S.A. - ACUCAR E ALCOOL,08110543000173,SUDESTE,São Paulo,VALPARAISO,800,1000
08/2018,ITUIUTABA BIOENERGIA LTDA.,08164344000148,SUDESTE,Minas Gerais,ITUIUTABA,800,900
08/2018,TROPICAL BIOENERGIA S.A.,08195806000194,CENTRO OESTE,Goiás,EDEIA,1600,2100
08/2018,COMPANHIA ENERGETICA VALE DO SAO SIMAO,08215996000164,SUDESTE,Minas Gerais,SANTA VITORIA,0,600
08/2018,CERRADINHO BIOENERGIA S.A.,08322396000103,CENTRO OESTE,Goiás,CHAPADAO DO CEU,0,2800
08/2018,BIOENERGETICA AROEIRA S.A.,08355201000113,SUDESTE,Minas Gerais,TUPACIGUARA,550,744
08/2018,COMANCHE BIOCOMBUSTIVEIS DE CANITAR LTDA,08386602000130,SUDESTE,São Paulo,CANITAR,0,500
08/2018,FIGUEIRA INDUSTRIA E COMERCIO S/A - EM RECUPERACAO JUDICIAL,08391345000206,SUDESTE,São Paulo,GENERAL SALGADO,0,570
08/2018,FIGUEIRA INDUSTRIA E COMERCIO S/A - EM RECUPERACAO JUDICIAL,08391345000397,SUDESTE,São Paulo,ARACATUBA,450,650
08/2018,CACHOOL COMERCIO E INDUSTRIA S/A,08470543000184,NORDESTE,Pernambuco,ESCADA,340,400
08/2018,VALE DO TIJUCO ACUCAR E ALCOOL S.A.,08493354000127,SUDESTE,Minas Gerais,UBERABA,700,800
08/2018,ITUMBIARA BIOENERGIA S.A.,08517600000133,CENTRO OESTE,Goiás,ITUMBIARA,800,900
08/2018,ATVOS BIOENERGIA RIO CLARO S.A.,08598391000108,CENTRO OESTE,Goiás,CACU,1200,1800
08/2018,REVATI S.A. ACUCAR E ALCOOL - EM RECUPERACAO JUDICIAL,08614277000116,SUDESTE,São Paulo,BREJO ALEGRE,920,950
08/2018,RAIZEN CENTROESTE ACUCAR E ALCOOL LTDA,08619844000399,CENTRO OESTE,Goiás,JATAI,0,2400
08/2018,USINA RIO PARDO S.A. EM RECUPERACAO JUDICIAL,08657268000102,SUDESTE,São Paulo,CERQUEIRA CESAR,0,550
08/2018,USINA PANORAMA S/A,08704527000109,CENTRO OESTE,Goiás,ITUMBIARA,400,600
08/2018,BIOENERGETICA VALE DO PARACATU SA,08793343000162,SUDESTE,Minas Gerais,JOAO PINHEIRO,0,1000
08/2018,FATIMA DO SUL AGRO-ENERGETICA S/A - ALCOOL E ACUCAR,08830263000130,CENTRO OESTE,Mato Grosso do Sul,FATIMA DO SUL,0,600
08/2018,ATVOS BIOENERGIA SANTA LUZIA S.A,08906558000142,CENTRO OESTE,Mato Grosso do Sul,NOVA ALVORADA DO SUL,900,2700
08/2018,COMPANHIA USINA SAO JOAO,08974214000170,NORDESTE,Paraíba,SANTA RITA,100,200
08/2018,CAMBUI ACUCAR E ALCOOL LTDA,09022388000104,CENTRO OESTE,Goiás,SANTA HELENA DE GOIAS,650,1480
08/2018,AGRO INDUSTRIAL TABU S.A,09053646000101,NORDESTE,Paraíba,CAAPORA,220,350
08/2018,PEDRO AFONSO BIOENERGIA LTDA,09067572000162,NORTE,Tocantins,PEDRO AFONSO,750,1500
08/2018,EBER BIO-ENERGIA E AGRICULTURA LTDA,09075242000119,CENTRO OESTE,Goiás,MONTES CLAROS DE GOIAS,0,400
08/2018,MIRIRI ALIMENTOS E BIOENERGIA S/A.,09090259000145,NORDESTE,Paraíba,SANTA RITA,360,500
08/2018,USINA MONTE ALEGRE SA,09094632000217,NORDESTE,Paraíba,MAMANGUAPE,180,250
08/2018,JAPUNGU AGROINDUSTRIAL LTDA,09357997000106,NORDESTE,Paraíba,SANTA RITA,210,510
08/2018,RAIZEN CAARAPO ACUCAR E ALCOOL LTDA,09538989000166,CENTRO OESTE,Mato Grosso do Sul,CAARAPO,1540,2100
08/2018,USINA UNIAO E INDUSTRIA SA,10204485000199,NORDESTE,Pernambuco,PRIMAVERA,100,200
08/2018,SJC BIOENERGIA LTDA,10249419000216,CENTRO OESTE,Goiás,QUIRINOPOLIS,350,1200
08/2018,SJC BIOENERGIA LTDA,10249419000305,CENTRO OESTE,Goiás,CACHOEIRA DOURADA,1200,1280
08/2018,COOPERATIVA DO AGRONEGOCIO DA CANA-DE-ACUCAR - AGROCAN,10258246000200,NORDESTE,Pernambuco,JOAQUIM NABUCO,280,400
08/2018,COMPANHIA AGRO INDUSTRIAL DE GOIANA,10319853000144,NORDESTE,Pernambuco,GOIANA,250,280
08/2018,USINA SAO JOSE S/A,10362820000187,NORDESTE,Pernambuco,IGARASSU,90,240
08/2018,USINA IPOJUCA S/A,10384022000318,NORDESTE,Pernambuco,IPOJUCA,100,150
08/2018,DESTILARIA VEREDAS INDUSTRIA DE ACUCAR E ALCOOL LTDA,10452413000160,SUDESTE,Minas Gerais,JOAO PINHEIRO,150,300
08/2018,USINA PETRIBU SA,10645075000183,NORDESTE,Pernambuco,LAGOA DE ITAENGA,200,220
08/2018,USINA BOM JESUS S/A EM RECUPERACAO JUDICIAL,10785202000140,NORDESTE,Pernambuco,CABO DE SANTO AGOSTINHO,130,150
08/2018,USINA TRAPICHE S/A,10820645000124,NORDESTE,Pernambuco,SIRINHAEM,192,198
08/2018,USINA AYSÚ LTDA.,10921675000127,CENTRO OESTE,Mato Grosso,SORRISO,0,100
08/2018,AGRO SERRA INDUSTRIAL LTDA,11035672000159,NORDESTE,Maranhão,SAO RAIMUNDO DAS MANGABEIRAS,520,520
08/2018,BOM SUCESSO AGROINDUSTRIA S.A.,11092881000134,CENTRO OESTE,Goiás,GOIATUBA,0,600
08/2018,COOPERATIVA DO AGRONEGOCIO DOS ASSOCIADOS DA ASSOCIACAO DOS FORNECEDORES DE CANA-DE-ACUCAR,11169030000223,NORDESTE,Pernambuco,TIMBAUBA,190,330
08/2018,"PORTO SEGURO NEGOCIOS, EMPREENDIMENTOS E PARTICIPACOES SA",11689292000219,CENTRO OESTE,Mato Grosso,JACIARA,150,350
08/2018,COMPANHIA ALCOOLQUIMICA NACIONAL-ALCOOLQUIMICA,11699378000737,NORDESTE,Pernambuco,VITORIA DE SANTO ANTAO,280,550
08/2018,USINA CENTRAL OLHO D'AGUA S/A,11797222000101,NORDESTE,Pernambuco,CAMUTANGA,170,250
08/2018,INDUSTRIAL PORTO RICO S A - EM RECUPERACAO JUDICIAL,12217832000224,NORDESTE,Alagoas,CAMPO ALEGRE,190,420
08/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415000200,NORDESTE,Alagoas,CORURIPE,350,430
08/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001001,SUDESTE,Minas Gerais,ITURAMA,580,650
08/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001435,SUDESTE,Minas Gerais,CAMPO FLORIDO,850,900
08/2018,S A USINA CORURIPE ACUCAR E ALCOOL,12229415001605,SUDESTE,Minas Gerais,LIMEIRA DO OESTE,350,600
08/2018,COOPERATIVA DE COLONIZACAO AGROPECUARIA E INDUSTRIAL PINDORAMA LTDA,12229753000152,NORDESTE,Alagoas,CORURIPE,160,340
08/2018,USINAS REUNIDAS SERESTA S/A,12265245000120,NORDESTE,Alagoas,TEOTONIO VILELA,110,200
08/2018,USINA CANSANCAO DE SINIMBU SA - EM RECUPERACAO JUDICIAL,12272498000201,NORDESTE,Alagoas,JEQUIA DA PRAIA,180,240
08/2018,UTINGA AÇÚCAR E ETANOL S.A.,12275715000136,NORDESTE,Alagoas,RIO LARGO,350,450
08/2018,USINA CAETE S A,12282034000286,NORDESTE,Alagoas,SAO MIGUEL DOS CAMPOS,320,500
08/2018,USINA CAETE S A,12282034000367,NORDESTE,Alagoas,IGREJA NOVA,210,270
08/2018,USINA CAETE S A,12282034000600,NORDESTE,Alagoas,MACEIO,130,220
08/2018,USINA CAETE S A,12282034001762,SUDESTE,São Paulo,PAULICEIA,550,1200
08/2018,PENEDO AGRO INDUSTRIAL S/A - EM RECUPERACAO JUDICIAL,12382008000149,NORDESTE,Alagoas,PENEDO,210,250
08/2018,DESTILARIA AUTONOMA PORTO ALEGRE LIMITADA,12411864000266,NORDESTE,Alagoas,COLONIA LEOPOLDINA,200,460
08/2018,COMPANHIA ACUCAREIRA CENTRAL SUMAUMA - EM RECUPERACAO JUDICIAL,12478095000132,NORDESTE,Alagoas,MARECHAL DEODORO,120,150
08/2018,USINA SANTA CLOTILDE S/A - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,12607842000195,NORDESTE,Alagoas,RIO LARGO,90,180
08/2018,USINA SERRA GRANDE SA,12706289000148,NORDESTE,Alagoas,SAO JOSE DA LAJE,180,190
08/2018,CENTRAL ACUCAREIRA SANTO ANTONIO S A,12718011000190,NORDESTE,Alagoas,SAO LUIS DO QUITUNDE,180,325
08/2018,TRIUNFO AGROINDUSTRIAL LTDA - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,12733937000155,NORDESTE,Alagoas,BOCA DA MATA,300,330
08/2018,USINA SAO JOSE DO PINHEIRO LTDA,13324215000100,NORDESTE,Sergipe,LARANJEIRAS,150,180
08/2018,DELTA SUCROENERGIA S.A.,13537735000281,SUDESTE,Minas Gerais,CONCEICAO DAS ALAGOAS,900,1000
08/2018,DELTA SUCROENERGIA S.A.,13537735000362,SUDESTE,Minas Gerais,DELTA,180,720
08/2018,AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA AGROVALE,13642699000135,NORDESTE,Bahia,JUAZEIRO,600,700
08/2018,BIOFLEX AGROINDUSTRIAL S.A.,13808130000288,NORDESTE,Alagoas,SAO MIGUEL DOS CAMPOS,228,228
08/2018,PRODUTORA DE ETANOL NORTE CAPIXABA LTDA,14060293000107,SUDESTE,Espírito Santo,BOA ESPERANCA,80,187
08/2018,USINAS ITAMARATI S/A,15009178000170,CENTRO OESTE,Mato Grosso,NOVA OLIMPIA,1460,1565
08/2018,COOPERATIVA AGR PROD CANA DE CAMPO NOVO DO PARECIS LTDA,15043391000107,CENTRO OESTE,Mato Grosso,CAMPO NOVO DO PARECIS,700,1250
08/2018,ALCOOLVALE S/A ALCOOL E ACUCAR - EM RECUPERACAO JUDICIAL,15444904000183,CENTRO OESTE,Mato Grosso do Sul,APARECIDA DO TABOADO,0,380
08/2018,FLORIDA PAULISTA  ACUCAR E ETANOL S/A,15480797000149,SUDESTE,São Paulo,FLORIDA PAULISTA,0,600
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906000640,CENTRO OESTE,Mato Grosso do Sul,MARACAJU,0,360
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906000721,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,750,950
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906000802,NORDESTE,Rio Grande do Norte,AREZ,120,200
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906000993,NORDESTE,Paraíba,PEDRAS DE FOGO,300,800
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906002937,SUDESTE,Minas Gerais,LAGOA DA PRATA,1000,1100
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906003585,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,1000,1000
08/2018,RAÍZEN CENTRO-SUL S.A.,15527906003666,SUDESTE,São Paulo,LEME,300,510
08/2018,AGROPEU-AGRO INDUSTRIAL DE POMPEU S/A,16617789000164,SUDESTE,Minas Gerais,POMPEU,420,450
08/2018,DAMFI - DESTILARIA ANTONIO MONTI FILHO EIRELI,17869587000172,SUDESTE,Minas Gerais,CANAPOLIS,0,198
08/2018,DASA- DESTILARIA DE ALCOOL SERRA DOS AIMORES S/A,18054379000188,SUDESTE,Minas Gerais,SERRA DOS AIMORES,150,500
08/2018,U.S.A. - USINA SANTO ANGELO LTDA,19537471000161,SUDESTE,Minas Gerais,PIRAJUBA,400,400
08/2018,DESTILARIA CACHOEIRA LTDA,19680743000188,SUDESTE,Minas Gerais,TUPACIGUARA,0,120
08/2018,ARAPORA BIOENERGIA S/A,19818301000155,SUDESTE,Minas Gerais,ARAPORA,500,500
08/2018,CANEX BIOENERGIA LTDA,20058453000186,SUL,Rio Grande do Sul,SAO VICENTE DO SUL,0,1
08/2018,CEARA-MIRIM AGROINDUSTRIAL S.A.,20809373000115,NORDESTE,Rio Grande do Norte,CEARA-MIRIM,0,240
08/2018,DESTILARIA RIO DO CACHIMBO LTDA,21783238000100,SUDESTE,Minas Gerais,JOAO PINHEIRO,0,120
08/2018,USINA MONTE ALEGRE LTDA,22587687000146,SUDESTE,Minas Gerais,MONTE BELO,0,200
08/2018,USINA ACUCAREIRA PASSOS SA EM RECUPERACAO JUDICIAL,23272271000100,SUDESTE,Minas Gerais,PASSOS,0,300
08/2018,DESTILLA BIOENERGIA AGROINDUSTRIAL LTDA.,23393856000170,CENTRO OESTE,Mato Grosso,ITAUBA,0,5
08/2018,COMPANHIA AGRICOLA PONTENOVENSE,23796998000188,SUDESTE,Minas Gerais,URUCANIA,150,200
08/2018,COMPANHIA AGRICOLA PONTENOVENSE,23796998002202,SUDESTE,Minas Gerais,SAO PEDRO DOS FERROS,100,180
08/2018,RIO AMAMBAI AGROENERGIA S.A,23858708000183,CENTRO OESTE,Mato Grosso do Sul,NAVIRAI,270,600
08/2018,BAHIA ETANOL HOLDING S.A,24870441000293,NORDESTE,Bahia,IBIRAPUA,200,430
08/2018,SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA,25242466000124,CENTRO OESTE,Mato Grosso,SORRISO,0,10
08/2018,NOVA UNIALCO BIOENERGIA S.A.,26745772000146,SUDESTE,São Paulo,GUARARAPES,350,350
08/2018,LASA LINHARES AGROINDUSTRIAL SA,27291400000150,SUDESTE,Espírito Santo,LINHARES,300,400
08/2018,USINA PAINEIRAS SOCIEDADE ANONIMA,27777903000130,SUDESTE,Espírito Santo,ITAPEMIRIM,308,324
08/2018,AGRISA AGROINDUSTRIAL SÃO JOÃO S/A,28851889000210,SUDESTE,Rio de Janeiro,CABO FRIO,240,270
08/2018,COMPANHIA ACUCAREIRA PARAISO EM RECUPERACAO JUDICIAL,28963189000137,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,150
08/2018,ALCON-COMPANHIA DE ALCOOL CONCEICAO DA BARRA,30974737000176,SUDESTE,Espírito Santo,CONCEICAO DA BARRA,300,470
08/2018,USINA BARRALCOOL S/A,33664228000135,CENTRO OESTE,Mato Grosso,BARRA DO BUGRES,600,1520
08/2018,ENERGETICA SANTA HELENA S/A,37216363000250,CENTRO OESTE,Mato Grosso do Sul,NOVA ANDRADINA,330,1150
08/2018,USINA ITAJOBI LTDA - ACUCAR E ALCOOL,43533819000399,SUDESTE,São Paulo,MARAPOAMA,300,540
08/2018,ALCOESTE BIOENERGIA FERNANDOPOLIS S.A,43545284000104,SUDESTE,São Paulo,FERNANDOPOLIS,420,800
08/2018,BRANCO PERES AGRO S/A,43619832001760,SUDESTE,São Paulo,ADAMANTINA,180,320
08/2018,RENUKA DO BRASIL S.A. - EM RECUPERACAO JUDICIAL,43932102000581,SUDESTE,São Paulo,PROMISSAO,920,1600
08/2018,USINA MARINGA INDUSTRIA E COMERCIO LTDA,43951227000125,SUDESTE,São Paulo,ARARAQUARA,320,490
08/2018,RAIZEN ARARAQUARA ACUCAR E ALCOOL LTDA,43960335000164,SUDESTE,São Paulo,ARARAQUARA,400,620
08/2018,USINA SANTA LUCIA S A,44207249000148,SUDESTE,São Paulo,ARARAS,310,310
08/2018,U.S.J. - ACUCAR E ALCOOL S/A,44209336003583,SUDESTE,São Paulo,ARARAS,800,1000
08/2018,COLOMBO AGROINDUSTRIA S.A,44330975000153,SUDESTE,São Paulo,ARIRANHA,0,1150
08/2018,COLOMBO AGROINDUSTRIA S.A,44330975002288,SUDESTE,São Paulo,PALESTINA,500,1000
08/2018,COLOMBO AGROINDUSTRIA S.A,44330975002520,SUDESTE,São Paulo,SANTA ALBERTINA,0,1000
08/2018,USINA ACUCAREIRA GUAIRA LIMITADA,44346583000182,SUDESTE,São Paulo,GUAIRA,480,500
08/2018,COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA,44373108000103,SUDESTE,São Paulo,PARAGUACU PAULISTA,200,600
08/2018,COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA,44373108000600,SUDESTE,São Paulo,NARANDIBA,800,800
08/2018,DELLA COLETTA BIOENERGIA S/A,44691236000197,SUDESTE,São Paulo,BARIRI,150,410
08/2018,PITANGUEIRAS ACUCAR E ALCOOL LTDA,44870939000182,SUDESTE,São Paulo,PITANGUEIRAS,330,600
08/2018,USINA SANTA FE S/A.,45281813000135,SUDESTE,São Paulo,NOVA EUROPA,180,1000
08/2018,USINA SANTA ROSA LTDA EM RECUPERACAO JUDICIAL,45483146000173,SUDESTE,São Paulo,BOITUVA,0,180
08/2018,CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL,45483450000110,SUDESTE,São Paulo,CLEMENTINA,0,450
08/2018,CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL,45483450000200,SUDESTE,São Paulo,PENAPOLIS,0,550
08/2018,CLEALCO ACUCAR E ALCOOL S/A  EM RECUPERACAO JUDICIAL,45483450002164,SUDESTE,São Paulo,QUEIROZ,500,500
08/2018,CENTRAL ENERGÉTICA MORENO AÇÚCAR E ÁLCOOL LTDA.,45765914000181,SUDESTE,São Paulo,LUIS ANTONIO,1200,1200
08/2018,DIANA BIOENERGIA AVANHANDAVA SA,45902707000121,SUDESTE,São Paulo,AVANHANDAVA,100,250
08/2018,USINA SAO DOMINGOS-ACUCAR E ETANOL S/A,47063128000168,SUDESTE,São Paulo,CATANDUVA,450,500
08/2018,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619000974,SUDESTE,São Paulo,SEVERINIA,300,500
08/2018,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619001199,SUDESTE,São Paulo,OLIMPIA,0,480
08/2018,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619003051,SUDESTE,São Paulo,TANABI,280,720
08/2018,TEREOS ACUCAR E ENERGIA BRASIL S.A.,47080619003302,SUDESTE,São Paulo,GUAIRA,420,1120
08/2018,TGM INDUSTRIA E COMERCIO DE ALCOOL E AGUARDENTE LTDA,47233416000113,SUDESTE,São Paulo,CERQUEIRA CESAR,0,300
08/2018,J PILON SA ACUCAR E ALCOOL,47254396000167,SUDESTE,São Paulo,CERQUILHO,160,460
08/2018,USINA SANTA ISABEL S/A,47524632000118,SUDESTE,São Paulo,NOVO HORIZONTE,700,700
08/2018,USINA SANTA ISABEL S/A,47524632000894,SUDESTE,São Paulo,MENDONCA,0,600
08/2018,DESTILARIA GUARICANGA LTDA.,47807797000105,SUDESTE,São Paulo,PRESIDENTE ALVES,240,780
08/2018,SONORA ESTANCIA S/A,47902283000120,CENTRO OESTE,Mato Grosso do Sul,SONORA,300,400
08/2018,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001108,SUDESTE,São Paulo,PRESIDENTE PRUDENTE,300,350
08/2018,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001450,SUL,Paraná,COLORADO,600,700
08/2018,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001884,SUL,Paraná,SANTO INACIO,700,700
08/2018,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001965,SUL,Paraná,FLORESTOPOLIS,0,600
08/2018,NARDINI AGROINDUSTRIAL LTDA,48708267046156,SUDESTE,São Paulo,VISTA ALEGRE DO ALTO,650,1050
08/2018,INDUSTRIA E COMERCIO DE BEBIDAS SEIS LAGOAS LTDA,49049638000106,SUDESTE,São Paulo,BROTAS,0,180
08/2018,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747000117,SUDESTE,São Paulo,MORRO AGUDO,600,1200
08/2018,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011585,SUDESTE,São Paulo,MORRO AGUDO,350,700
08/2018,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011828,SUDESTE,São Paulo,SERTAOZINHO,500,1150
08/2018,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747012980,SUDESTE,São Paulo,COLOMBIA,0,550
08/2018,NOVA PLATINA BIOENERGIA LTDA,49381734000157,SUDESTE,São Paulo,PLATINA,60,170
08/2018,LONDRA ACUCAR E ALCOOL LTDA EM RECUPERACAO JUDICIAL,49605157000210,SUDESTE,São Paulo,ITAI,380,410
08/2018,VIRGOLINO DE OLIVEIRA S/A - ACUCAR E ALCOOL EM RECUPERACAO JUDICIAL,49911589000179,SUDESTE,São Paulo,ARIRANHA,560,1310
08/2018,VIRGOLINO DE OLIVEIRA S/A - ACUCAR E ALCOOL EM RECUPERACAO JUDICIAL,49911589000411,SUDESTE,São Paulo,ITAPIRA,400,440
08/2018,MOEMA BIOENERGIA S.A,49972326000170,SUDESTE,São Paulo,ORINDIUVA,500,1100
08/2018,MALOSSO BIOENERGIA S.A,49976251000103,SUDESTE,São Paulo,ITAPOLIS,120,400
08/2018,DESTILARIA AGUA BONITA LTDA,50227255000160,SUDESTE,São Paulo,TARUMA,0,350
08/2018,USINA SANTA ADELIA S A,50376938000189,SUDESTE,São Paulo,JABOTICABAL,680,700
08/2018,USINA SANTA ADELIA S A,50376938000936,SUDESTE,São Paulo,PEREIRA BARRETO,1250,1450
08/2018,ARALCO S. A - INDUSTRIA E COMERCIO,51086080000180,SUDESTE,São Paulo,SANTO ANTONIO DO ARACANGUA,250,250
08/2018,PIONEIROS BIOENERGIA S/A,51096477000153,SUDESTE,São Paulo,SUD MENNUCCI,300,600
08/2018,USINA BARRA GRANDE DE LENCOIS S A,51422921001236,SUDESTE,São Paulo,LENCOIS PAULISTA,700,1100
08/2018,ACUCAREIRA ZILLO LORENZETTI S A,51422988002161,SUDESTE,São Paulo,MACATUBA,750,1100
08/2018,SAO MARTINHO S/A,51466860000156,SUDESTE,São Paulo,PRADOPOLIS,1700,2190
08/2018,SAO MARTINHO S/A,51466860002957,SUDESTE,São Paulo,IRACEMAPOLIS,850,1100
08/2018,SAO MARTINHO S/A,51466860005034,SUDESTE,São Paulo,AMERICO BRASILIENSE,750,1100
08/2018,TIETE AGROINDUSTRIAL S.A.,51843514000140,SUDESTE,São Paulo,PARAISO,330,535
08/2018,TIETE AGROINDUSTRIAL S.A.,51843514009600,SUDESTE,São Paulo,UBARANA,600,650
08/2018,ACUCAR E ALCOOL OSWALDO RIBEIRO DE MENDONCA LTDA,51990778000126,SUDESTE,São Paulo,GUAIRA,720,1750
08/2018,RAIZEN PARAGUACU LTDA,52189420000161,SUDESTE,São Paulo,PARAGUACU PAULISTA,580,480
08/2018,RAIZEN PARAGUACU LTDA,52189420000919,SUDESTE,São Paulo,TARUMA,760,1040
08/2018,RAIZEN PARAGUACU LTDA,52189420001052,SUDESTE,São Paulo,MARACAI,690,635
08/2018,BERTOLO AGROINDUSTRIAL LTDA,52317435000168,SUDESTE,São Paulo,PIRANGI,0,300
08/2018,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,53009825000133,SUDESTE,São Paulo,SAO JOAQUIM DA BARRA,1100,1150
08/2018,USINA SAO JOSE DA ESTIVA SA ACUCAR E ALCOOL,53172300000114,SUDESTE,São Paulo,NOVO HORIZONTE,1000,1140
08/2018,USINA SAO LUIZ S A,53408860000125,SUDESTE,São Paulo,OURINHOS,0,450
08/2018,FABRICA DE AGUARDENTE E ALCOOL SANTA LUZIA LTDA. - EPP,53591988000177,SUDESTE,São Paulo,PALMITAL,0,33
08/2018,DESTILARIA TIROLLI LTDA,53800207000107,SUDESTE,São Paulo,PALMITAL,0,350
08/2018,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000105,SUDESTE,São Paulo,PITANGUEIRAS,600,625
08/2018,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000296,SUDESTE,São Paulo,CASTILHO,300,600
08/2018,INDUSTRIA E COMERCIO IRACEMA LTDA,53906384000172,SUDESTE,São Paulo,ITAI,323,500
08/2018,USINA BATATAIS S/A ACUCAR E ALCOOL,54470679000101,SUDESTE,São Paulo,BATATAIS,600,1000
08/2018,USINA BATATAIS S/A ACUCAR E ALCOOL,54470679001183,SUDESTE,São Paulo,LINS,650,800
08/2018,BALDIN BIOENERGIA S.A. - EM RECUPERACAO JUDICIAL,54844360000107,SUDESTE,São Paulo,PIRASSUNUNGA,180,180
08/2018,FERRARI AGROINDUSTRIA S/A,54846951000105,SUDESTE,São Paulo,PIRASSUNUNGA,350,800
08/2018,TEREOS ACUCAR E ENERGIA ANDRADE S.A.,54929021000115,SUDESTE,São Paulo,PITANGUEIRAS,740,1250
08/2018,CAFEALCOOL AGROINDUSTRIAL LTDA. - EM RECUPERACAO JUDICIAL,55090971000161,SUDESTE,São Paulo,CAFELANDIA,240,258
08/2018,USINA CAROLO S/A. AÇÚCAR E ÁLCOOL,55109474000168,SUDESTE,São Paulo,PONTAL,240,380
08/2018,USINA BAZAN SA,55109565000101,SUDESTE,São Paulo,PONTAL,1000,900
08/2018,USINA GRANELLI LTDA,56624174000180,SUDESTE,São Paulo,CHARQUEADA,0,48
08/2018,USINA ACUCAREIRA FURLAN SOCIEDADE ANONIMA,56723257000126,SUDESTE,São Paulo,SANTA BARBARA D'OESTE,250,250
08/2018,USINA ACUCAREIRA FURLAN SOCIEDADE ANONIMA,56723257000207,SUDESTE,São Paulo,AVARE,0,600
08/2018,COMANCHE BIOCOMBUSTIVEIS DE SANTA ANITA LTDA.,59243733000108,SUDESTE,São Paulo,TATUI,90,210
08/2018,USINA ACUCAREIRA S. MANOEL S/A.,60329174000124,SUDESTE,São Paulo,SAO MANUEL,750,1200
08/2018,ACUCAREIRA QUATA S/A,60855574001307,SUDESTE,São Paulo,QUATA,700,1020
08/2018,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000393,SUL,Paraná,JUSSARA,1320,1400
08/2018,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000474,SUL,Paraná,NOVA LONDRINA,120,570
08/2018,COMPANHIA AGRICOLA USINA JACAREZINHO,61231478000206,SUL,Paraná,JACAREZINHO,500,500
08/2018,VITERRA BIOENERGIA S.A.,68316801000102,SUDESTE,São Paulo,JUNQUEIROPOLIS,500,490
08/2018,ALTERNATIVA AGRO INDUSTRIAL LTDA,70242813000254,NORDESTE,Maranhão,TUNTUM,0,72
08/2018,PEDRA AGROINDUSTRIAL S/A,71304687000105,SUDESTE,São Paulo,SERRANA,740,1200
